Date,Open,High,Low,Close,Adj Close,Volume
2021-09-09,36.581036,44.550735,36.156017,40.772614,40.772614,1331437306
2021-09-10,40.731609,49.605160,40.483967,49.189137,49.189137,2437929731
2021-09-11,49.481224,58.990349,48.353607,57.164246,57.164246,2562681437
2021-09-12,57.098942,64.873032,53.831429,59.259430,59.259430,2713467627
2021-09-13,59.302189,60.749023,48.057262,53.110153,53.110153,2513345537
2021-09-14,53.203190,57.167706,49.250038,51.578117,51.578117,1243073204
2021-09-15,51.503902,58.111759,50.363480,57.625393,57.625393,1139814004
2021-09-16,57.891899,67.858849,57.290649,67.842697,67.842697,2877776131
2021-09-17,67.673767,70.784729,60.916031,69.934013,69.934013,2149572436
2021-09-18,70.071068,75.324799,67.248055,69.012383,69.012383,1951788341
2021-09-19,68.860992,76.213913,66.546936,70.075722,70.075722,1827002963
2021-09-20,70.093880,70.397858,55.915348,56.677929,56.677929,2342075415
2021-09-21,57.325871,66.106621,52.868923,59.017357,59.017357,2637731601
2021-09-22,58.983479,74.473717,57.962494,74.187035,74.187035,2640281903
2021-09-23,74.086197,79.522591,73.026749,76.419060,76.419060,2336551605
2021-09-24,76.457024,78.351608,67.140198,72.401901,72.401901,2238592113
2021-09-25,72.389549,72.636429,67.695068,68.381660,68.381660,1022340249
2021-09-26,68.351662,71.481285,61.881161,66.861969,66.861969,1282520288
2021-09-27,66.520775,70.344864,65.631187,70.224625,70.224625,1083275648
